"uv_GPS_Merge_val_ID","Collar_ID","Object_ID","PubName","GMT_date","LMT_date","Longitude","Latitude","Height","Locale_N","Locale_E","Locale_H","DOP","Nav","Sats_used","Validated","Main","Bkup","Temp","Valid_pos","Sex"
1210955,"05586","W9403","Grivla (5586)",28-8-2009 11:21:00,28-8-2009 12:21:00,14.85,61.46,559.42,6817112.45,1449260.78,527.36,1.60,"3D",9,"Yes",3.34,3.58,30.00,2,"F"
1210956,"05586","W9403","Grivla (5586)",28-8-2009 11:22:00,28-8-2009 12:22:00,14.85,61.46,558.96,6817113.29,1449261.04,526.90,1.80,"3D",8,"Yes",3.34,3.56,30.00,2,"F"
1210957,"05586","W9403","Grivla (5586)",28-8-2009 11:23:00,28-8-2009 12:23:00,14.85,61.46,558.80,6817109.43,1449258.03,526.74,1.80,"3D",8,"Yes",3.34,3.58,30.00,2,"F"
1210958,"05586","W9403","Grivla (5586)",28-8-2009 11:24:00,28-8-2009 12:24:00,14.85,61.46,561.06,6817113.64,1449259.83,529.00,1.60,"3D",9,"Yes",3.34,3.58,30.00,2,"F"
1210959,"05586","W9403","Grivla (5586)",28-8-2009 11:25:00,28-8-2009 12:25:00,14.85,61.46,562.94,6817114.35,1449260.80,530.88,3.20,"3D",6,"Yes",3.34,3.56,30.00,2,"F"
1210960,"05586","W9403","Grivla (5586)",28-8-2009 11:26:00,28-8-2009 12:26:00,14.85,61.46,564.15,6817114.22,1449259.58,532.09,3.20,"3D",6,"Yes",3.34,3.58,30.00,2,"F"
1210961,"05586","W9403","Grivla (5586)",28-8-2009 11:27:00,28-8-2009 12:27:00,14.85,61.46,562.89,6817116.52,1449261.35,530.83,3.20,"3D",6,"Yes",3.34,3.58,30.00,2,"F"
1210962,"05586","W9403","Grivla (5586)",28-8-2009 11:28:00,28-8-2009 12:28:00,14.85,61.46,558.13,6817114.85,1449258.42,526.07,2.20,"3D",8,"Yes",3.34,3.56,29.00,2,"F"
1210963,"05586","W9403","Grivla (5586)",28-8-2009 11:29:00,28-8-2009 12:29:00,14.85,61.46,559.30,6817112.68,1449259.81,527.24,2.00,"3D",8,"Yes",3.34,3.60,29.00,2,"F"
1210964,"05586","W9403","Grivla (5586)",28-8-2009 11:30:00,28-8-2009 12:30:00,14.85,61.46,560.05,6817113.40,1449258.85,527.99,2.00,"3D",8,"Yes",3.34,3.58,29.00,2,"F"
1210965,"05586","W9403","Grivla (5586)",28-8-2009 11:31:00,28-8-2009 12:31:00,14.85,61.46,561.86,6817112.18,1449258.32,529.80,2.00,"3D",8,"Yes",3.34,3.58,29.00,2,"F"
1210966,"05586","W9403","Grivla (5586)",28-8-2009 11:32:00,28-8-2009 12:32:00,14.85,61.46,562.47,6817115.19,1449261.07,530.41,2.40,"3D",7,"Yes",3.34,3.54,29.00,2,"F"
1210967,"05586","W9403","Grivla (5586)",28-8-2009 11:33:00,28-8-2009 12:33:00,14.85,61.46,559.87,6817117.86,1449263.11,527.81,2.20,"3D",7,"Yes",3.34,3.58,29.00,2,"F"
1210968,"05586","W9403","Grivla (5586)",28-8-2009 11:34:00,28-8-2009 12:34:00,14.85,61.46,558.96,6817113.29,1449261.04,526.90,2.00,"3D",8,"Yes",3.34,3.58,29.00,2,"F"
1210969,"05586","W9403","Grivla (5586)",28-8-2009 11:35:00,28-8-2009 12:35:00,14.85,61.46,555.91,6817110.53,1449260.75,523.85,2.00,"3D",7,"Yes",3.34,3.56,29.00,2,"F"
1210970,"05586","W9403","Grivla (5586)",28-8-2009 11:36:00,28-8-2009 12:36:00,14.85,61.46,557.50,6817113.89,1449260.34,525.44,2.00,"3D",7,"Yes",3.34,3.64,29.00,2,"F"
1210971,"05586","W9403","Grivla (5586)",28-8-2009 11:37:00,28-8-2009 12:37:00,14.85,61.46,556.79,6817111.01,1449260.76,524.73,2.00,"3D",7,"Yes",3.34,3.58,29.00,2,"F"
1210972,"05586","W9403","Grivla (5586)",28-8-2009 11:38:00,28-8-2009 12:38:00,14.85,61.46,559.79,6817111.72,1449263.67,527.73,1.60,"3D",9,"Yes",3.36,3.52,29.00,2,"F"
1210973,"05586","W9403","Grivla (5586)",28-8-2009 11:39:00,28-8-2009 12:39:00,14.85,61.46,560.01,6817111.35,1449261.47,527.95,2.20,"3D",7,"Yes",3.34,3.62,29.00,2,"F"
1210974,"05586","W9403","Grivla (5586)",28-8-2009 11:40:00,28-8-2009 12:40:00,14.85,61.46,560.18,6817113.16,1449259.82,528.12,2.40,"3D",7,"Yes",3.34,3.60,28.00,2,"F"
1210975,"05586","W9403","Grivla (5586)",28-8-2009 11:41:00,28-8-2009 12:41:00,14.85,61.46,554.52,6817113.07,1449261.55,522.46,2.40,"3D",8,"Yes",3.36,3.58,28.00,2,"F"
1210976,"05586","W9403","Grivla (5586)",28-8-2009 11:42:00,28-8-2009 12:42:00,14.85,61.46,558.25,6817114.61,1449259.38,526.19,2.20,"3D",8,"Yes",3.36,3.58,28.00,2,"F"
1210977,"05586","W9403","Grivla (5586)",28-8-2009 11:43:00,28-8-2009 12:43:00,14.85,61.46,553.98,6817111.98,1449260.32,521.92,2.20,"3D",8,"Yes",3.36,3.58,28.00,2,"F"
1210978,"05586","W9403","Grivla (5586)",28-8-2009 11:44:00,28-8-2009 12:44:00,14.85,61.46,555.74,6817112.94,1449260.33,523.68,3.00,"3D",7,"Yes",3.36,3.58,28.00,2,"F"
1210979,"05586","W9403","Grivla (5586)",28-8-2009 11:45:00,28-8-2009 12:45:00,14.85,61.46,557.96,6817113.05,1449260.08,525.90,4.20,"3D",6,"Yes",3.36,3.56,28.00,2,"F"
1210980,"05586","W9403","Grivla (5586)",28-8-2009 11:46:00,28-8-2009 12:46:00,14.85,61.46,557.54,6817111.72,1449259.80,525.48,3.00,"3D",7,"Yes",3.36,3.58,28.00,2,"F"
1210981,"05586","W9403","Grivla (5586)",28-8-2009 11:47:00,28-8-2009 12:47:00,14.85,61.46,559.18,6817112.92,1449258.85,527.12,2.80,"3D",7,"Yes",3.36,3.62,28.00,2,"F"
1210982,"05586","W9403","Grivla (5586)",28-8-2009 11:48:00,28-8-2009 12:48:00,14.85,61.46,558.17,6817108.47,1449259.95,526.11,2.40,"3D",8,"Yes",3.36,3.58,28.00,2,"F"
1210983,"05586","W9403","Grivla (5586)",28-8-2009 11:49:00,28-8-2009 12:49:00,14.85,61.46,560.76,6817112.07,1449260.51,528.70,2.60,"3D",8,"Yes",3.36,3.58,27.00,2,"F"
1210984,"05586","W9403","Grivla (5586)",28-8-2009 11:50:00,28-8-2009 12:50:00,14.85,61.46,560.01,6817115.56,1449259.40,527.95,3.60,"3D",6,"Yes",3.36,3.60,27.00,2,"F"
1210985,"05586","W9403","Grivla (5586)",28-8-2009 11:51:00,28-8-2009 12:51:00,14.85,61.46,562.60,6817114.96,1449262.03,530.54,3.20,"3D",7,"Yes",3.36,3.58,27.00,2,"F"
1210986,"05586","W9403","Grivla (5586)",28-8-2009 11:52:00,28-8-2009 12:52:00,14.85,61.46,561.01,6817115.81,1449260.37,528.95,3.60,"3D",5,"Yes",3.36,3.58,27.00,2,"F"
1210987,"05586","W9403","Grivla (5586)",28-8-2009 11:53:00,28-8-2009 12:53:00,14.85,61.46,562.72,6817118.93,1449260.93,530.66,2.80,"3D",6,"Yes",3.36,3.56,27.00,2,"F"
1210988,"05586","W9403","Grivla (5586)",28-8-2009 11:54:00,28-8-2009 12:54:00,14.85,61.46,560.30,6817112.91,1449260.78,528.24,3.00,"3D",8,"Yes",3.36,3.58,27.00,2,"F"
1210989,"05586","W9403","Grivla (5586)",28-8-2009 11:55:00,28-8-2009 12:55:00,14.85,61.46,558.38,6817114.37,1449260.35,526.32,3.00,"3D",7,"Yes",3.36,3.58,26.00,2,"F"
1210990,"05586","W9403","Grivla (5586)",28-8-2009 11:56:00,28-8-2009 12:56:00,14.85,61.46,557.21,6817116.54,1449258.96,525.15,2.80,"3D",8,"Yes",3.36,3.58,26.00,2,"F"
1210991,"05586","W9403","Grivla (5586)",28-8-2009 11:57:00,28-8-2009 12:57:00,14.85,61.46,558.76,6817115.81,1449256.51,526.70,2.80,"3D",9,"Yes",3.36,3.64,26.00,2,"F"
1210992,"05586","W9403","Grivla (5586)",28-8-2009 11:58:00,28-8-2009 12:58:00,14.85,61.46,557.42,6817111.96,1449258.83,525.36,3.20,"3D",8,"Yes",3.36,3.58,26.00,2,"F"
1210993,"05586","W9403","Grivla (5586)",28-8-2009 11:59:00,28-8-2009 12:59:00,14.85,61.46,557.79,6817115.46,1449259.66,525.73,3.20,"3D",8,"Yes",3.36,3.56,26.00,2,"F"
1210994,"05586","W9403","Grivla (5586)",28-8-2009 12:00:00,28-8-2009 13:00:00,14.85,61.46,566.26,6817116.52,1449267.15,534.20,3.20,"3D",7,"Yes",3.36,3.58,26.00,2,"F"
1210995,"05586","W9403","Grivla (5586)",28-8-2009 12:01:00,28-8-2009 13:01:00,14.85,61.46,565.77,6817113.27,1449265.36,533.71,3.20,"3D",7,"Yes",3.36,3.58,26.00,2,"F"
1210996,"05586","W9403","Grivla (5586)",28-8-2009 12:02:00,28-8-2009 13:02:00,14.85,61.46,573.62,6817115.53,1449268.04,541.56,2.20,"3D",8,"Yes",3.36,3.58,26.00,2,"F"
1210997,"05586","W9403","Grivla (5586)",28-8-2009 12:03:00,28-8-2009 13:03:00,14.85,61.46,561.76,6817112.31,1449261.48,529.70,2.20,"3D",9,"Yes",3.36,3.64,26.00,2,"F"
1210998,"05586","W9403","Grivla (5586)",28-8-2009 12:04:00,28-8-2009 13:04:00,14.85,61.46,558.21,6817116.78,1449259.93,526.15,2.20,"3D",9,"Yes",3.36,3.58,26.00,2,"F"
1210999,"05586","W9403","Grivla (5586)",28-8-2009 12:05:00,28-8-2009 13:05:00,14.85,61.46,559.96,6817113.52,1449262.01,527.90,3.40,"3D",6,"Yes",3.36,3.58,26.00,2,"F"
1211000,"05586","W9403","Grivla (5586)",28-8-2009 12:06:00,28-8-2009 13:06:00,14.85,61.46,554.29,6817111.49,1449254.96,522.23,3.00,"3D",8,"Yes",3.36,3.58,26.00,2,"F"
1211001,"05586","W9403","Grivla (5586)",28-8-2009 12:07:00,28-8-2009 13:07:00,14.85,61.46,555.72,6817117.26,1449254.14,523.66,3.40,"3D",7,"Yes",3.36,3.58,26.00,2,"F"
1211002,"05586","W9403","Grivla (5586)",28-8-2009 12:08:00,28-8-2009 13:08:00,14.85,61.46,554.06,6817113.91,1449261.82,522.00,2.20,"3D",8,"Yes",3.36,3.58,27.00,2,"F"
1211003,"05586","W9403","Grivla (5586)",28-8-2009 12:09:00,28-8-2009 13:09:00,14.85,61.46,562.18,6817117.84,1449259.69,530.12,2.20,"3D",8,"Yes",3.36,3.58,27.00,2,"F"
1211004,"05586","W9403","Grivla (5586)",28-8-2009 12:10:00,28-8-2009 13:10:00,14.85,61.46,559.38,6817114.61,1449261.32,527.32,2.80,"3D",8,"Yes",3.36,3.64,27.00,2,"F"
1211005,"05586","W9403","Grivla (5586)",28-8-2009 12:11:00,28-8-2009 13:11:00,14.85,61.46,560.30,6817112.91,1449260.78,528.24,3.20,"3D",9,"Yes",3.36,3.58,27.00,2,"F"
1211006,"05586","W9403","Grivla (5586)",28-8-2009 12:12:00,28-8-2009 13:12:00,14.85,61.46,562.67,6817116.89,1449263.54,530.61,2.60,"3D",8,"Yes",3.36,3.58,27.00,2,"F"
1211007,"05586","W9403","Grivla (5586)",28-8-2009 12:13:00,28-8-2009 13:13:00,14.85,61.46,559.13,6817115.08,1449259.39,527.07,2.20,"3D",8,"Yes",3.36,3.58,27.00,2,"F"
1211008,"05586","W9403","Grivla (5586)",28-8-2009 12:14:00,28-8-2009 13:14:00,14.85,61.46,557.88,6817111.12,1449258.57,525.82,2.20,"3D",8,"Yes",3.36,3.58,27.00,2,"F"
1211009,"05586","W9403","Grivla (5586)",28-8-2009 12:15:00,28-8-2009 13:15:00,14.85,61.46,557.91,6817115.21,1449260.62,525.85,2.60,"3D",8,"Yes",3.36,3.58,27.00,2,"F"
1211010,"05586","W9403","Grivla (5586)",28-8-2009 12:16:00,28-8-2009 13:16:00,14.85,61.46,556.50,6817113.66,1449259.37,524.44,2.40,"3D",9,"Yes",3.36,3.58,27.00,2,"F"
1211011,"05586","W9403","Grivla (5586)",28-8-2009 12:17:00,28-8-2009 13:17:00,14.85,61.46,557.37,6817114.14,1449259.38,525.31,2.40,"3D",9,"Yes",3.36,3.56,27.00,2,"F"
1211012,"05586","W9403","Grivla (5586)",28-8-2009 12:18:00,28-8-2009 13:18:00,14.85,61.46,560.30,6817112.91,1449260.78,528.24,2.40,"3D",9,"Yes",3.36,3.58,27.00,2,"F"
1211013,"05586","W9403","Grivla (5586)",28-8-2009 12:19:00,28-8-2009 13:19:00,14.85,61.46,560.05,6817113.40,1449258.85,527.99,3.00,"3D",7,"Yes",3.36,3.52,27.00,2,"F"
1211014,"05586","W9403","Grivla (5586)",28-8-2009 12:20:00,28-8-2009 13:20:00,14.85,61.46,560.89,6817116.04,1449259.40,528.83,2.20,"3D",9,"Yes",3.36,3.58,27.00,2,"F"
1211015,"05586","W9403","Grivla (5586)",28-8-2009 12:21:00,28-8-2009 13:21:00,14.85,61.46,561.64,6817116.76,1449258.45,529.58,2.00,"3D",10,"Yes",3.36,3.58,27.00,2,"F"
1211016,"05586","W9403","Grivla (5586)",28-8-2009 12:22:00,28-8-2009 13:22:00,14.85,61.46,562.47,6817115.19,1449261.07,530.41,2.00,"3D",10,"Yes",3.36,3.64,27.00,2,"F"
1211017,"05586","W9403","Grivla (5586)",28-8-2009 12:23:00,28-8-2009 13:23:00,14.85,61.46,561.47,6817114.96,1449260.10,529.41,2.00,"3D",10,"Yes",3.36,3.58,27.00,2,"F"
1211018,"05586","W9403","Grivla (5586)",28-8-2009 12:24:00,28-8-2009 13:24:00,14.85,61.46,560.89,6817116.04,1449259.40,528.83,2.20,"3D",8,"Yes",3.36,3.58,27.00,2,"F"
1211019,"05586","W9403","Grivla (5586)",28-8-2009 12:25:00,28-8-2009 13:25:00,14.85,61.46,561.31,6817117.36,1449259.69,529.25,2.00,"3D",10,"Yes",3.36,3.60,27.00,2,"F"
1211020,"05586","W9403","Grivla (5586)",28-8-2009 12:26:00,28-8-2009 13:26:00,14.85,61.46,561.06,6817113.64,1449259.83,529.00,2.00,"3D",10,"Yes",3.36,3.58,27.00,2,"F"
1211021,"05586","W9403","Grivla (5586)",28-8-2009 12:27:00,28-8-2009 13:27:00,14.85,61.46,564.15,6817114.22,1449259.58,532.09,2.00,"3D",10,"Yes",3.36,3.58,27.00,2,"F"
1211022,"05586","W9403","Grivla (5586)",28-8-2009 12:28:00,28-8-2009 13:28:00,14.85,61.46,561.68,6817110.38,1449259.98,529.62,3.20,"3D",7,"Yes",3.36,3.58,27.00,2,"F"
1211023,"05586","W9403","Grivla (5586)",28-8-2009 12:29:00,28-8-2009 13:29:00,14.85,61.46,563.23,6817115.91,1449260.12,531.17,1.60,"3D",9,"Yes",3.36,3.58,26.00,2,"F"
1211024,"05586","W9403","Grivla (5586)",28-8-2009 12:30:00,28-8-2009 13:30:00,14.85,61.46,562.27,6817113.50,1449258.60,530.21,2.20,"3D",6,"Yes",3.36,3.58,26.00,2,"F"
1211025,"05586","W9403","Grivla (5586)",28-8-2009 12:31:00,28-8-2009 13:31:00,14.85,61.46,561.01,6817115.81,1449260.37,528.95,2.60,"3D",7,"Yes",3.36,3.58,26.00,2,"F"
1211026,"05586","W9403","Grivla (5586)",28-8-2009 12:32:00,28-8-2009 13:32:00,14.85,61.46,559.52,6817112.31,1449257.62,527.46,2.00,"3D",9,"Yes",3.36,3.56,26.00,2,"F"
1211027,"05586","W9403","Grivla (5586)",28-8-2009 12:33:00,28-8-2009 13:33:00,14.85,61.46,561.61,6817112.67,1449256.40,529.55,1.80,"3D",10,"Yes",3.36,3.58,26.00,2,"F"
1211028,"05586","W9403","Grivla (5586)",28-8-2009 12:34:00,28-8-2009 13:34:00,14.85,61.46,560.98,6817111.71,1449258.32,528.92,1.80,"3D",8,"Yes",3.36,3.58,26.00,2,"F"
1211029,"05586","W9403","Grivla (5586)",28-8-2009 12:35:00,28-8-2009 13:35:00,14.85,61.46,560.52,6817112.56,1449258.59,528.46,1.60,"3D",9,"Yes",3.36,3.58,26.00,2,"F"
1211030,"05586","W9403","Grivla (5586)",28-8-2009 12:36:00,28-8-2009 13:36:00,14.85,61.46,561.15,6817113.51,1449256.67,529.09,1.60,"3D",8,"Yes",3.36,3.64,26.00,2,"F"
1211031,"05586","W9403","Grivla (5586)",28-8-2009 12:37:00,28-8-2009 13:37:00,14.85,61.46,561.39,6817113.03,1449258.59,529.33,1.60,"3D",9,"Yes",3.36,3.58,26.00,2,"F"
1211032,"05586","W9403","Grivla (5586)",28-8-2009 12:38:00,28-8-2009 13:38:00,14.85,61.46,559.56,6817110.15,1449257.07,527.50,1.80,"3D",9,"Yes",3.36,3.58,26.00,2,"F"
1211033,"05586","W9403","Grivla (5586)",28-8-2009 12:39:00,28-8-2009 13:39:00,14.85,61.46,560.19,6817106.89,1449257.22,528.13,2.00,"3D",7,"Yes",3.36,3.58,26.00,2,"F"
1211034,"05586","W9403","Grivla (5586)",28-8-2009 12:40:00,28-8-2009 13:40:00,14.85,61.46,559.14,6817108.83,1449256.80,527.08,6.00,"3D",6,"Yes",3.36,3.58,26.00,2,"F"
1211035,"05586","W9403","Grivla (5586)",28-8-2009 12:41:00,28-8-2009 13:41:00,14.85,61.46,558.85,6817111.46,1449255.41,526.79,2.00,"3D",7,"Yes",3.36,3.58,26.00,2,"F"
1211036,"05586","W9403","Grivla (5586)",28-8-2009 12:42:00,28-8-2009 13:42:00,14.85,61.46,562.07,6817107.61,1449258.20,530.01,1.80,"3D",8,"Yes",3.36,3.60,26.00,2,"F"
1211037,"05586","W9403","Grivla (5586)",28-8-2009 12:43:00,28-8-2009 13:43:00,14.85,61.46,560.56,6817110.38,1449258.04,528.50,1.60,"3D",9,"Yes",3.36,3.58,27.00,2,"F"
1211038,"05586","W9403","Grivla (5586)",28-8-2009 12:44:00,28-8-2009 13:44:00,14.85,61.46,560.67,6817103.99,1449252.29,528.61,1.40,"3D",11,"Yes",3.36,3.58,27.00,2,"F"
1211039,"05586","W9403","Grivla (5586)",28-8-2009 12:45:00,28-8-2009 13:45:00,14.85,61.46,560.35,6817092.06,1449248.33,528.29,1.40,"3D",8,"Yes",3.36,3.58,27.00,2,"F"
1211040,"05586","W9403","Grivla (5586)",28-8-2009 12:46:00,28-8-2009 13:46:00,14.85,61.46,559.96,6817092.89,1449241.32,527.90,1.40,"3D",10,"Yes",3.36,3.58,27.00,2,"F"
1211041,"05586","W9403","Grivla (5586)",28-8-2009 12:47:00,28-8-2009 13:47:00,14.85,61.46,558.16,6817071.22,1449232.00,526.10,1.40,"3D",9,"Yes",3.36,3.58,27.00,2,"F"
1211042,"05586","W9403","Grivla (5586)",28-8-2009 12:48:00,28-8-2009 13:48:00,14.85,61.46,555.67,6817071.70,1449226.21,523.61,1.60,"3D",9,"Yes",3.36,3.58,27.00,2,"F"
1211043,"05586","W9403","Grivla (5586)",28-8-2009 12:49:00,28-8-2009 13:49:00,14.85,61.46,555.18,6817072.65,1449222.36,523.12,1.80,"3D",8,"Yes",3.36,3.58,27.00,2,"F"
1211044,"05586","W9403","Grivla (5586)",28-8-2009 12:50:00,28-8-2009 13:50:00,14.85,61.46,555.47,6817070.01,1449223.74,523.41,2.40,"3D",8,"Yes",3.36,3.56,27.00,2,"F"
1211045,"05586","W9403","Grivla (5586)",28-8-2009 12:51:00,28-8-2009 13:51:00,14.85,61.46,551.47,6817077.47,1449215.73,519.41,2.00,"3D",5,"Yes",3.36,3.58,27.00,2,"F"
1211046,"05586","W9403","Grivla (5586)",28-8-2009 12:52:00,28-8-2009 13:52:00,14.85,61.46,551.95,6817093.46,1449207.18,519.89,2.00,"3D",7,"Yes",3.36,3.62,27.00,2,"F"
1211047,"05586","W9403","Grivla (5586)",28-8-2009 12:53:00,28-8-2009 13:53:00,14.85,61.46,554.07,6817099.96,1449212.68,522.01,1.60,"3D",9,"Yes",3.36,3.58,27.00,2,"F"
1211048,"05586","W9403","Grivla (5586)",28-8-2009 12:54:00,28-8-2009 13:54:00,14.85,61.46,554.32,6817101.43,1449223.39,522.26,1.80,"3D",8,"Yes",3.36,3.56,27.00,2,"F"
